schedule,t,value
geo/r=16/m=4,917,1.285241985985e-2
geo/r=16/m=4,949,1.229246735041e-2
geo/r=16/m=4,983,1.173475557916e-2
geo/r=16/m=4,1017,1.121298158567e-2
geo/r=16/m=4,1053,1.069711074455e-2
geo/r=16/m=4,1090,1.020348431368e-2
geo/r=16/m=4,1129,9.720477018168e-3
geo/r=16/m=4,1169,9.261948821120e-3
geo/r=16/m=4,1210,8.827775821954e-3
geo/r=16/m=4,1252,8.417705766459e-3
geo/r=16/m=4,1297,8.014179675274e-3
geo/r=16/m=4,1342,7.644659039313e-3
geo/r=16/m=4,1389,7.291910433634e-3
geo/r=16/m=4,1438,6.957084111498e-3
geo/r=16/m=4,1489,6.641025526058e-3
geo/r=16/m=4,1542,6.344290621188e-3
geo/r=16/m=4,1596,6.071942762321e-3
geo/r=16/m=4,1652,5.818244809107e-3
geo/r=16/m=4,1710,5.583123801999e-3
geo/r=16/m=4,1771,5.362904227881e-3
geo/r=16/m=4,1833,5.164333279741e-3
geo/r=16/m=4,1898,4.980334496558e-3
geo/r=16/m=4,1964,4.815829110443e-3
geo/r=16/m=4,2034,4.662908670844e-3
geo/r=16/m=4,2105,4.527602352206e-3
geo/r=16/m=4,2179,4.405017425998e-3
geo/r=16/m=4,2256,4.294744972331e-3
geo/r=16/m=4,2336,4.196229636369e-3
geo/r=16/m=4,2418,4.109775081777e-3
geo/r=16/m=4,2503,4.033363871807e-3
geo/r=16/m=4,2591,3.966245728246e-3
geo/r=16/m=4,2683,3.907045737329e-3
geo/r=16/m=4,2777,3.856241587872e-3
geo/r=16/m=4,2875,3.811931338651e-3
geo/r=16/m=4,2976,3.773900125474e-3
geo/r=16/m=4,3081,3.741099998014e-3
geo/r=16/m=4,3190,3.712965061709e-3
geo/r=16/m=4,3302,3.689128520164e-3
geo/r=16/m=4,3418,3.668790330586e-3
geo/r=16/m=4,3539,3.651330990605e-3
geo/r=16/m=4,3664,3.636474162105e-3
geo/r=16/m=4,3793,3.623794618114e-3
geo/r=16/m=4,3926,3.612913591017e-3
geo/r=16/m=4,4065,3.603372667790e-3
geo/r=16/m=4,4208,3.595047439761e-3
geo/r=16/m=4,4356,3.587634019631e-3
geo/r=16/m=4,4510,3.580892638897e-3
geo/r=16/m=4,4668,3.574740799681e-3
geo/r=16/m=4,4833,3.568923236205e-3
geo/r=16/m=4,5003,3.563400901732e-3
geo/r=16/m=4,5179,3.558046486576e-3
geo/r=16/m=4,5362,3.552758103227e-3
geo/r=16/m=4,5551,3.547507158361e-3
geo/r=16/m=4,5746,3.542246819695e-3
geo/r=16/m=4,5949,3.536888855657e-3
geo/r=16/m=4,6158,3.531459989517e-3
geo/r=16/m=4,6375,3.525888584353e-3
geo/r=16/m=4,6600,3.520160989340e-3
geo/r=16/m=4,6833,3.514267369880e-3
geo/r=16/m=4,7073,3.508226028593e-3
geo/r=16/m=4,7323,3.501957103262e-3
geo/r=16/m=4,7581,3.495508233362e-3
geo/r=16/m=4,7848,3.488853003766e-3
geo/r=16/m=4,8124,3.481991003914e-3
geo/r=16/m=4,8410,3.474897687235e-3
geo/r=16/m=4,8707,3.467549193401e-3
geo/r=16/m=4,9013,3.459996176817e-3
geo/r=16/m=4,9331,3.452166075400e-3
geo/r=16/m=4,9660,3.444085350093e-3
geo/r=16/m=4,10000,3.435755878594e-3
geo/r=16/m=4,10352,3.427155239520e-3
geo/r=16/m=4,10717,3.418261365450e-3
geo/r=16/m=4,11095,3.409076814497e-3
geo/r=16/m=4,11486,3.399604232541e-3
geo/r=16/m=4,11890,3.389846348160e-3
geo/r=16/m=4,12309,3.379757890723e-3
geo/r=16/m=4,12743,3.369342219121e-3
geo/r=16/m=4,13192,3.358602794185e-3
geo/r=16/m=4,13656,3.347543176426e-3
geo/r=16/m=4,14138,3.336095905412e-3
geo/r=16/m=4,14636,3.324312773670e-3
geo/r=16/m=4,15151,3.312174402432e-3
geo/r=16/m=4,15685,3.299638471159e-3
geo/r=16/m=4,16238,3.286710222921e-3
geo/r=16/m=4,16810,3.273395049338e-3
geo/r=16/m=4,17402,3.259675363894e-3
geo/r=16/m=4,18015,3.245534151539e-3
geo/r=16/m=4,18650,3.230954995589e-3
geo/r=16/m=4,19307,3.215944894419e-3
geo/r=16/m=4,19987,3.200488357059e-3
geo/r=16/m=4,20691,3.184570553596e-3
geo/r=16/m=4,21420,3.168177343068e-3
geo/r=16/m=4,22175,3.151295301683e-3
geo/r=16/m=4,22956,3.133933914697e-3
geo/r=16/m=4,23765,3.116058841699e-3
geo/r=16/m=4,24602,3.097680856119e-3
geo/r=16/m=4,25469,3.078767499584e-3
geo/r=16/m=4,26367,3.059309335634e-3
geo/r=16/m=4,27295,3.039340697363e-3
geo/r=16/m=4,28257,3.018789152198e-3
geo/r=16/m=4,29253,2.997669584306e-3
geo/r=16/m=4,30283,2.975997207425e-3
geo/r=16/m=4,31350,2.953725179949e-3
geo/r=16/m=4,32455,2.930850270653e-3
geo/r=16/m=4,33598,2.907390746624e-3
geo/r=16/m=4,34782,2.883304470304e-3
geo/r=16/m=4,36007,2.858612076087e-3
geo/r=16/m=4,37276,2.833274965909e-3
geo/r=16/m=4,38589,2.807316277561e-3
geo/r=16/m=4,39949,2.780701138378e-3
geo/r=16/m=4,41356,2.753455309672e-3
geo/r=16/m=4,42813,2.725547812917e-3
geo/r=16/m=4,44322,2.696969472350e-3
geo/r=16/m=4,45883,2.667750508058e-3
geo/r=16/m=4,47500,2.637848030101e-3
geo/r=16/m=4,49173,2.607295808014e-3
geo/r=16/m=4,50906,2.576056387284e-3
geo/r=16/m=4,52699,2.544167199889e-3
geo/r=16/m=4,54556,2.511596400717e-3
geo/r=16/m=4,56478,2.478367992082e-3
geo/r=16/m=4,58468,2.444473544000e-3
geo/r=16/m=4,60528,2.409924706627e-3
geo/r=16/m=4,62660,2.374735545484e-3
geo/r=16/m=4,64868,2.338890336248e-3
geo/r=16/m=4,67153,2.302425427049e-3
geo/r=16/m=4,69519,2.265331840243e-3
geo/r=16/m=4,71969,2.227620496467e-3
geo/r=16/m=4,74504,2.189335751201e-3
geo/r=16/m=4,77129,2.150464447786e-3
geo/r=16/m=4,79846,2.111042330688e-3
geo/r=16/m=4,82660,2.071065179566e-3
geo/r=16/m=4,85572,2.030589557180e-3
geo/r=16/m=4,88587,1.989619086256e-3
geo/r=16/m=4,91708,1.948189301445e-3
geo/r=16/m=4,94939,1.906326012670e-3
geo/r=16/m=4,98284,1.864059254362e-3
geo/r=16/m=4,101746,1.821435306696e-3
geo/r=16/m=4,105331,1.778467614893e-3
geo/r=16/m=4,109042,1.735210493291e-3
geo/r=16/m=4,112884,1.691698184447e-3
geo/r=16/m=4,116861,1.647980429116e-3
geo/r=16/m=4,120978,1.604099570068e-3
geo/r=16/m=4,125240,1.560102108517e-3
geo/r=16/m=4,129653,1.516028587764e-3
geo/r=16/m=4,134221,1.471943399862e-3
geo/r=16/m=4,138950,1.427894476641e-3
geo/r=16/m=4,143845,1.383942700457e-3
geo/r=16/m=4,148913,1.340134379409e-3
geo/r=16/m=4,154159,1.296536719443e-3
geo/r=16/m=4,159591,1.253194946706e-3
geo/r=16/m=4,165213,1.210189152421e-3
geo/r=16/m=4,171034,1.167562749097e-3
geo/r=16/m=4,177060,1.125384743936e-3
geo/r=16/m=4,183298,1.083718203799e-3
geo/r=16/m=4,189756,1.042621235421e-3
geo/r=16/m=4,196441,1.002159687237e-3
geo/r=16/m=4,203362,9.623881417444e-4
geo/r=16/m=4,210527,9.233681317355e-4
geo/r=16/m=4,217944,8.851609011966e-4
geo/r=16/m=4,225623,8.478172476525e-4
geo/r=16/m=4,233572,8.113973756847e-4
geo/r=16/m=4,241801,7.759506674526e-4
geo/r=16/m=4,250320,7.415254706876e-4
geo/r=16/m=4,259140,7.081646563052e-4
geo/r=16/m=4,268270,6.759163276285e-4
geo/r=16/m=4,277721,6.448179576665e-4
geo/r=16/m=4,287506,6.148981031243e-4
geo/r=16/m=4,297635,5.861915386564e-4
geo/r=16/m=4,308121,5.587202074967e-4
geo/r=16/m=4,318977,5.325027215954e-4
geo/r=16/m=4,330215,5.075558357728e-4
geo/r=16/m=4,341849,4.838871456465e-4
geo/r=16/m=4,353893,4.614999774824e-4
geo/r=16/m=4,366361,4.403929291213e-4
geo/r=16/m=4,379269,4.205565955351e-4
geo/r=16/m=4,392631,4.019800321282e-4
geo/r=16/m=4,406464,3.846431801952e-4
geo/r=16/m=4,420785,3.685219053071e-4
geo/r=16/m=4,435610,3.535887876885e-4
geo/r=16/m=4,450957,3.398100199341e-4
geo/r=16/m=4,466845,3.271472891200e-4
geo/r=16/m=4,483293,3.155589882651e-4
geo/r=16/m=4,500320,3.050003551641e-4
geo/r=16/m=4,517947,2.954227016960e-4
geo/r=16/m=4,536196,2.867748531937e-4
geo/r=16/m=4,555087,2.790048750629e-4
geo/r=16/m=4,574643,2.720581957387e-4
geo/r=16/m=4,594889,2.658790844422e-4
geo/r=16/m=4,615848,2.604123926002e-4
geo/r=16/m=4,637546,2.556024738306e-4
geo/r=16/m=4,660008,2.513947929419e-4
geo/r=16/m=4,683261,2.477356775607e-4
geo/r=16/m=4,707333,2.445730540180e-4
geo/r=16/m=4,732254,2.418567483723e-4
geo/r=16/m=4,758052,2.395392435096e-4
geo/r=16/m=4,784760,2.375752483910e-4
geo/r=16/m=4,812408,2.359226558136e-4
geo/r=16/m=4,841031,2.345421072704e-4
geo/r=16/m=4,870662,2.333975536486e-4
geo/r=16/m=4,901337,2.324560269229e-4
geo/r=16/m=4,933093,2.316877524098e-4
geo/r=16/m=4,965967,2.310660998888e-4
geo/r=16/m=4,1000000,2.305674069873e-4
geo/r=32/m=3,1,5.000000000000e-1
geo/r=32/m=3,2,2.578125000000e-1
geo/r=32/m=3,3,1.404991149902e-1
geo/r=32/m=3,4,8.366978360573e-2
geo/r=32/m=3,5,5.613652351616e-2
geo/r=32/m=3,6,4.279311768623e-2
geo/r=32/m=3,7,3.632271596742e-2
geo/r=32/m=3,8,3.318132743303e-2
geo/r=32/m=3,9,3.165238396425e-2
geo/r=32/m=3,10,3.090444829990e-2
geo/r=32/m=3,11,3.053480532876e-2
geo/r=32/m=3,12,3.034839588148e-2
geo/r=32/m=3,13,3.025074106006e-2
geo/r=32/m=3,14,3.019607904578e-2
geo/r=32/m=3,15,3.016224463370e-2
geo/r=32/m=3,16,3.013850187919e-2
geo/r=32/m=3,17,3.011965071632e-2
geo/r=32/m=3,18,3.010317243842e-2
geo/r=32/m=3,19,3.008784708247e-2
geo/r=32/m=3,20,3.007308374523e-2
geo/r=32/m=3,21,3.005859621491e-2
geo/r=32/m=3,22,3.004424586018e-2
geo/r=32/m=3,23,3.002996553179e-2
geo/r=32/m=3,24,3.001572270354e-2
geo/r=32/m=3,25,3.000150161931e-2
geo/r=32/m=3,26,2.998729464571e-2
geo/r=32/m=3,27,2.997309808366e-2
geo/r=32/m=3,28,2.995891013975e-2
geo/r=32/m=3,29,2.994472994356e-2
geo/r=32/m=3,30,2.993055707176e-2
geo/r=32/m=3,31,2.991639131754e-2
geo/r=32/m=3,32,2.990223257901e-2
geo/r=32/m=3,33,2.988808080505e-2
geo/r=32/m=3,34,2.987393596918e-2
geo/r=32/m=3,35,2.985979805681e-2
geo/r=32/m=3,37,2.983154297018e-2
geo/r=32/m=3,38,2.981742578528e-2
geo/r=32/m=3,39,2.980331550043e-2
geo/r=32/m=3,41,2.977511561641e-2
geo/r=32/m=3,42,2.976102601028e-2
geo/r=32/m=3,44,2.973286745276e-2
geo/r=32/m=3,45,2.971879849462e-2
geo/r=32/m=3,47,2.969068120272e-2
geo/r=32/m=3,48,2.967663286225e-2
geo/r=32/m=3,50,2.964855677547e-2
geo/r=32/m=3,52,2.962050812522e-2
geo/r=32/m=3,54,2.959248688467e-2
geo/r=32/m=3,56,2.956449302706e-2
geo/r=32/m=3,57,2.955050635848e-2
geo/r=32/m=3,59,2.952255352509e-2
geo/r=32/m=3,62,2.948067548431e-2
geo/r=32/m=3,64,2.945279089106e-2
geo/r=32/m=3,66,2.942493354722e-2
geo/r=32/m=3,68,2.939710342613e-2
geo/r=32/m=3,71,2.935540922899e-2
geo/r=32/m=3,73,2.932764704849e-2
geo/r=32/m=3,76,2.928605463775e-2
geo/r=32/m=3,78,2.925836023196e-2
geo/r=32/m=3,81,2.921686935914e-2
geo/r=32/m=3,84,2.917543929005e-2
geo/r=32/m=3,87,2.913406993557e-2
geo/r=32/m=3,90,2.909276120674e-2
geo/r=32/m=3,93,2.905151301472e-2
geo/r=32/m=3,97,2.899660944038e-2
geo/r=32/m=3,100,2.895550215611e-2
geo/r=32/m=3,104,2.890078613762e-2
geo/r=32/m=3,107,2.885981927974e-2
geo/r=32/m=3,111,2.880529017639e-2
geo/r=32/m=3,115,2.875086759486e-2
geo/r=32/m=3,119,2.869655132706e-2
geo/r=32/m=3,123,2.864234116532e-2
geo/r=32/m=3,127,2.858823690235e-2
geo/r=32/m=3,132,2.852075517868e-2
geo/r=32/m=3,137,2.845343819549e-2
geo/r=32/m=3,141,2.839970295178e-2
geo/r=32/m=3,146,2.833268148861e-2
geo/r=32/m=3,152,2.825247167190e-2
geo/r=32/m=3,157,2.818580963866e-2
geo/r=32/m=3,162,2.811931034481e-2
geo/r=32/m=3,168,2.803972544889e-2
geo/r=32/m=3,174,2.796037364097e-2
geo/r=32/m=3,180,2.788125423839e-2
geo/r=32/m=3,186,2.780236656050e-2
geo/r=32/m=3,193,2.771062290521e-2
geo/r=32/m=3,200,2.761919265500e-2
geo/r=32/m=3,207,2.752807473923e-2
geo/r=32/m=3,214,2.743726809094e-2
geo/r=32/m=3,222,2.733386884433e-2
geo/r=32/m=3,230,2.723087318104e-2
geo/r=32/m=3,238,2.712827952582e-2
geo/r=32/m=3,246,2.702608630957e-2
geo/r=32/m=3,255,2.691159564516e-2
geo/r=32/m=3,264,2.679760759217e-2
geo/r=32/m=3,273,2.668411994415e-2
geo/r=32/m=3,283,2.655860678063e-2
geo/r=32/m=3,293,2.643370568977e-2
geo/r=32/m=3,303,2.630941368674e-2
geo/r=32/m=3,314,2.617339243532e-2
geo/r=32/m=3,325,2.603810065331e-2
geo/r=32/m=3,336,2.590353442864e-2
geo/r=32/m=3,348,2.575755783427e-2
geo/r=32/m=3,360,2.561243505938e-2
geo/r=32/m=3,373,2.545617644006e-2
geo/r=32/m=3,386,2.530090770148e-2
geo/r=32/m=3,399,2.514662257287e-2
geo/r=32/m=3,414,2.496981537004e-2
geo/r=32/m=3,428,2.480596093907e-2
geo/r=32/m=3,443,2.463164258190e-2
geo/r=32/m=3,459,2.444710651375e-2
geo/r=32/m=3,475,2.426400818015e-2
geo/r=32/m=3,492,2.407102900324e-2
geo/r=32/m=3,509,2.387964692161e-2
geo/r=32/m=3,527,2.367873316167e-2
geo/r=32/m=3,546,2.346856675221e-2
geo/r=32/m=3,565,2.326034335870e-2
geo/r=32/m=3,585,2.304324019778e-2
geo/r=32/m=3,605,2.282824930777e-2
geo/r=32/m=3,627,2.259417448000e-2
geo/r=32/m=3,649,2.236260356347e-2
geo/r=32/m=3,672,2.212315484658e-2
geo/r=32/m=3,695,2.188638329956e-2
geo/r=32/m=3,720,2.163202448476e-2
geo/r=32/m=3,745,2.138075532852e-2
geo/r=32/m=3,771,2.112267257851e-2
geo/r=32/m=3,798,2.085811296035e-2
geo/r=32/m=3,827,2.057781899443e-2
geo/r=32/m=3,856,2.030147061674e-2
geo/r=32/m=3,886,2.001968588988e-2
geo/r=32/m=3,917,1.973281738687e-2
geo/r=32/m=3,949,1.944121986166e-2
geo/r=32/m=3,983,1.913635505238e-2
geo/r=32/m=3,1017,1.883651548332e-2
geo/r=32/m=3,1053,1.852442359686e-2
geo/r=32/m=3,1090,1.820933484142e-2
geo/r=32/m=3,1129,1.788332637720e-2
geo/r=32/m=3,1169,1.755535301203e-2
geo/r=32/m=3,1210,1.722577027101e-2
geo/r=32/m=3,1252,1.689492904685e-2
geo/r=32/m=3,1297,1.654791366367e-2
geo/r=32/m=3,1342,1.620844864534e-2
geo/r=32/m=3,1389,1.586177952205e-2
geo/r=32/m=3,1438,1.550873977699e-2
geo/r=32/m=3,1489,1.515016202587e-2
geo/r=32/m=3,1542,1.478687482226e-2
geo/r=32/m=3,1596,1.442628773926e-2
geo/r=32/m=3,1652,1.406226489473e-2
geo/r=32/m=3,1710,1.369560092362e-2
geo/r=32/m=3,1771,1.332102530278e-2
geo/r=32/m=3,1833,1.295158423518e-2
geo/r=32/m=3,1898,1.257610393830e-2
geo/r=32/m=3,1964,1.220686086561e-2
geo/r=32/m=3,2034,1.182804155407e-2
geo/r=32/m=3,2105,1.145682651287e-2
geo/r=32/m=3,2179,1.108339690870e-2
geo/r=32/m=3,2256,1.070890647991e-2
geo/r=32/m=3,2336,1.033447175213e-2
geo/r=32/m=3,2418,9.965575088542e-3
geo/r=32/m=3,2503,9.598474952560e-3
geo/r=32/m=3,2591,9.234152278456e-3
geo/r=32/m=3,2683,8.869661060485e-3
geo/r=32/m=3,2777,8.513796787050e-3
geo/r=32/m=3,2875,8.159795610537e-3
geo/r=32/m=3,2976,7.812276820060e-3
geo/r=32/m=3,3081,7.468732777435e-3
geo/r=32/m=3,3190,7.130273248359e-3
geo/r=32/m=3,3302,6.800783811908e-3
geo/r=32/m=3,3418,6.478021588784e-3
geo/r=32/m=3,3539,6.160292391368e-3
geo/r=32/m=3,3664,5.851211201326e-3
geo/r=32/m=3,3793,5.551437175138e-3
geo/r=32/m=3,3926,5.261536931791e-3
geo/r=32/m=3,4065,4.978041940345e-3
geo/r=32/m=3,4208,4.705811567800e-3
geo/r=32/m=3,4356,4.443402856116e-3
geo/r=32/m=3,4510,4.189780742659e-3
geo/r=32/m=3,4668,3.948673983725e-3
geo/r=32/m=3,4833,3.715994093780e-3
geo/r=32/m=3,5003,3.495107136090e-3
geo/r=32/m=3,5179,3.284964524057e-3
geo/r=32/m=3,5362,3.084814906483e-3
geo/r=32/m=3,5551,2.896065105829e-3
geo/r=32/m=3,5746,2.718765889556e-3
geo/r=32/m=3,5949,2.551297276710e-3
geo/r=32/m=3,6158,2.395392420834e-3
geo/r=32/m=3,6375,2.249522087188e-3
geo/r=32/m=3,6600,2.113757730954e-3
geo/r=32/m=3,6833,1.988051359906e-3
geo/r=32/m=3,7073,1.872701539766e-3
geo/r=32/m=3,7323,1.766102748017e-3
geo/r=32/m=3,7581,1.668934534449e-3
geo/r=32/m=3,7848,1.580482814533e-3
geo/r=32/m=3,8124,1.500410096451e-3
geo/r=32/m=3,8410,1.428081795009e-3
geo/r=32/m=3,8707,1.362943009444e-3
geo/r=32/m=3,9013,1.305024376576e-3
geo/r=32/m=3,9331,1.253344987052e-3
geo/r=32/m=3,9660,1.207695444891e-3
geo/r=32/m=3,10000,1.167633187687e-3
geo/r=32/m=3,10352,1.132608222424e-3
geo/r=32/m=3,10717,1.102125268129e-3
geo/r=32/m=3,11095,1.075796736882e-3
geo/r=32/m=3,11486,1.053227143576e-3
geo/r=32/m=3,11890,1.034023573013e-3
geo/r=32/m=3,12309,1.017734187201e-3
geo/r=32/m=3,12743,1.004035219000e-3
geo/r=32/m=3,13192,9.926125054712e-4
geo/r=32/m=3,13656,9.831679153413e-4
geo/r=32/m=3,14138,9.753809949098e-4
geo/r=32/m=3,14636,9.690483286422e-4
geo/r=32/m=3,15151,9.639349650319e-4
geo/r=32/m=3,15685,9.598312885638e-4
geo/r=32/m=3,16238,9.565724809328e-4
geo/r=32/m=3,16810,9.540115333776e-4
geo/r=32/m=3,17402,9.520168879434e-4
geo/r=32/m=3,18015,9.504780236854e-4
geo/r=32/m=3,18650,9.493027090846e-4
geo/r=32/m=3,19307,9.484157168627e-4
geo/r=32/m=3,19987,9.477533927432e-4
geo/r=32/m=3,20691,9.472643317773e-4
geo/r=32/m=3,21420,9.469074237344e-4
geo/r=32/m=3,22175,9.466501399938e-4
geo/r=32/m=3,22956,9.464672293840e-4
geo/r=32/m=3,23765,9.463387165846e-4
geo/r=32/m=3,24602,9.462497564315e-4
geo/r=32/m=3,25469,9.461889672645e-4
geo/r=32/m=3,26367,9.461480449084e-4
geo/r=32/m=3,27295,9.461209657969e-4
geo/r=32/m=3,28257,9.461032683467e-4
geo/r=32/m=3,29253,9.460919068461e-4
geo/r=32/m=3,30283,9.460847413570e-4
geo/r=32/m=3,31350,9.460802919116e-4
geo/r=32/m=3,32455,9.460775798700e-4
geo/r=32/m=3,33598,9.460759591139e-4
geo/r=32/m=3,34782,9.460750075953e-4
geo/r=32/m=3,36007,9.460744606982e-4
geo/r=32/m=3,37276,9.460741524085e-4
geo/r=32/m=3,38589,9.460739825195e-4
geo/r=32/m=3,39949,9.460738908481e-4
geo/r=32/m=3,41356,9.460738425618e-4
geo/r=32/m=3,42813,9.460738176970e-4
geo/r=32/m=3,44322,9.460738052052e-4
geo/r=32/m=3,45883,9.460737990938e-4
geo/r=32/m=3,47500,9.460737961774e-4
geo/r=32/m=3,49173,9.460737948247e-4
geo/r=32/m=3,50906,9.460737942140e-4
geo/r=32/m=3,52699,9.460737939466e-4
geo/r=32/m=3,54556,9.460737938328e-4
geo/r=32/m=3,56478,9.460737937860e-4
geo/r=32/m=3,58468,9.460737937673e-4
geo/r=32/m=3,60528,9.460737937601e-4
geo/r=32/m=3,62660,9.460737937574e-4
geo/r=32/m=3,64868,9.460737937564e-4
geo/r=32/m=3,67153,9.460737937560e-4
geo/r=32/m=3,69519,9.460737937560e-4
geo/r=32/m=3,71969,9.460737937560e-4
geo/r=32/m=3,74504,9.460737937560e-4
geo/r=32/m=3,77129,9.460737937560e-4
geo/r=32/m=3,79846,9.460737937560e-4
geo/r=32/m=3,82660,9.460737937560e-4
geo/r=32/m=3,85572,9.460737937560e-4
geo/r=32/m=3,88587,9.460737937560e-4
geo/r=32/m=3,91708,9.460737937560e-4
geo/r=32/m=3,94939,9.460737937560e-4
geo/r=32/m=3,98284,9.460737937560e-4
geo/r=32/m=3,101746,9.460737937560e-4
geo/r=32/m=3,105331,9.460737937560e-4
geo/r=32/m=3,109042,9.460737937560e-4
geo/r=32/m=3,112884,9.460737937560e-4
geo/r=32/m=3,116861,9.460737937560e-4
geo/r=32/m=3,120978,9.460737937560e-4
geo/r=32/m=3,125240,9.460737937560e-4
geo/r=32/m=3,129653,9.460737937560e-4
geo/r=32/m=3,134221,9.460737937560e-4
geo/r=32/m=3,138950,9.460737937560e-4
geo/r=32/m=3,143845,9.460737937560e-4
geo/r=32/m=3,148913,9.460737937560e-4
geo/r=32/m=3,154159,9.460737937560e-4
geo/r=32/m=3,159591,9.460737937560e-4
geo/r=32/m=3,165213,9.460737937560e-4
geo/r=32/m=3,171034,9.460737937560e-4
geo/r=32/m=3,177060,9.460737937560e-4
geo/r=32/m=3,183298,9.460737937560e-4
geo/r=32/m=3,189756,9.460737937560e-4
geo/r=32/m=3,196441,9.460737937560e-4
geo/r=32/m=3,203362,9.460737937560e-4
geo/r=32/m=3,210527,9.460737937560e-4
geo/r=32/m=3,217944,9.460737937560e-4
geo/r=32/m=3,225623,9.460737937560e-4
geo/r=32/m=3,233572,9.460737937560e-4
geo/r=32/m=3,241801,9.460737937560e-4
geo/r=32/m=3,250320,9.460737937560e-4
geo/r=32/m=3,259140,9.460737937560e-4
geo/r=32/m=3,268270,9.460737937560e-4
geo/r=32/m=3,277721,9.460737937560e-4
geo/r=32/m=3,287506,9.460737937560e-4
geo/r=32/m=3,297635,9.460737937560e-4
geo/r=32/m=3,308121,9.460737937560e-4
geo/r=32/m=3,318977,9.460737937560e-4
geo/r=32/m=3,330215,9.460737937560e-4
geo/r=32/m=3,341849,9.460737937560e-4
geo/r=32/m=3,353893,9.460737937560e-4
geo/r=32/m=3,366361,9.460737937560e-4
geo/r=32/m=3,379269,9.460737937560e-4
geo/r=32/m=3,392631,9.460737937560e-4
geo/r=32/m=3,406464,9.460737937560e-4
geo/r=32/m=3,420785,9.460737937560e-4
geo/r=32/m=3,435610,9.460737937560e-4
geo/r=32/m=3,450957,9.460737937560e-4
geo/r=32/m=3,466845,9.460737937560e-4
geo/r=32/m=3,483293,9.460737937560e-4
geo/r=32/m=3,500320,9.460737937560e-4
geo/r=32/m=3,517947,9.460737937560e-4
geo/r=32/m=3,536196,9.460737937560e-4
geo/r=32/m=3,555087,9.460737937560e-4
geo/r=32/m=3,574643,9.460737937560e-4
geo/r=32/m=3,594889,9.460737937560e-4
geo/r=32/m=3,615848,9.460737937560e-4
geo/r=32/m=3,637546,9.460737937560e-4
geo/r=32/m=3,660008,9.460737937560e-4
geo/r=32/m=3,683261,9.460737937560e-4
geo/r=32/m=3,707333,9.460737937560e-4
geo/r=32/m=3,732254,9.460737937560e-4
geo/r=32/m=3,758052,9.460737937560e-4
geo/r=32/m=3,784760,9.460737937560e-4
geo/r=32/m=3,812408,9.460737937560e-4
geo/r=32/m=3,841031,9.460737937560e-4
geo/r=32/m=3,870662,9.460737937560e-4
geo/r=32/m=3,901337,9.460737937560e-4
geo/r=32/m=3,933093,9.460737937560e-4
geo/r=32/m=3,965967,9.460737937560e-4
geo/r=32/m=3,1000000,9.460737937560e-4
